"id","name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"1657","Hartnell, Mr. Fred","male",21,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1658","Harvey, Mr. Herbert Gifford","male",34,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1659","Hatch, Mr. Hugh","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1660","Hawkesworth, Mr. James","male",52,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1661","Hawkesworth, Mr. William Walter","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1662","Hayter, Mr. Arthur","male",45,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1663","Head, Mr. Alfred","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1664","Hebb, Mr. William Albert","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1665","Heinen, Mr. Joseph Dominichus","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1666","Hemming, Mr. Samuel Ernest","male",43,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1667","Hendrickson, Mr. Charles Osker","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1668","Hendy, Mr. Edward Martin","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1669","Hensford, Mr. Herbert George Ernest","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1670","Hesketh, Mr. John Henry","male",33,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1671","Heslin, Mr. James","male",45,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1672","Hewitt, Mr. Thomas","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1673","Hichens, Mr. Robert","male",29,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1674","Hill, Mr. H. P.","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1675","Hill, Mr. James","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1676","Hill, Mr. James Colston","male",43,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1677","Hinckley, Mr. George Herbert","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1678","Hine, Mr. William Edward","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1679","Hinton, Mr. Stephen William","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1680","Hiscock, Mr. Sydney George","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1681","Hoare, Mr. Leonard James","male",19,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1682","Hodge, Mr. Charley","male",29,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1683","Hodges, Mr. W.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1684","Hodgkinson, Mr. Leonard","male",46,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1685","Hogg, Mr. Charles William","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1686","Hogg, Mr. George Alfred","male",29,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1687","Hogue, Mr. E.","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1688","Holland, Mr. Thomas","male",28,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1689","Holloway, Mr. Sidney","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1690","Holman, Mr. Harry","male",29,"deck crew","B","England",NA,NA,NA,NA,"no"
"1691","Hopgood, Mr. Roland John C.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1692","Hopkins, Mr. Frederick William","male",15,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1693","Hopkins, Mr. Robert John","male",40,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1694","Horswill, Mr. Albert Edward James","male",33,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1695","Hosgood, Mr. Richard William","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1696","Hosking, Mr. George Fox","male",36,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1697","House, Mr. William John","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1698","Howell, Mr. Arthur Albert","male",31,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1699","Hughes, Mr. William Thomas","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1700","Humby, Mr. Frederick Charles","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1701","Humphreys, Mr. Humphrey","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1702","Humphreys, Mr. Sidney","male",53,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1703","Hunt, Mr. Albert Sylvanus","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1704","Hunt, Mr. Tom","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1705","Hurst, Mr. Charles John","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1706","Hurst, Mr. Walter","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1707","Hutchinson, Mr. James","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1708","Hutchinson, Mr. John Hall","male",28,"deck crew","B","England",NA,NA,NA,NA,"no"
"1709","Hyland, Mr. James Leo","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1710","Ide, Mr. Harry John","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1711","Ingram, Mr. George","male",19,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1712","Ingrouille, Mr. Henry","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1713","Ings, Mr. William Ernest","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1714","Instance, Mr. T.","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1715","Jackopson, Mr. John Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1716","Jackson, Mr. Cecil","male",22,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1717","Jago, Mr. Joseph","male",59,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1718","Jaillet, Mr. Henri Marie","male",38,"restaurant staff","S","France",NA,NA,NA,NA,"no"
"1719","James, Mr. Thomas","male",27,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"1720","Janaway, Mr. William Frank","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1721","Janin, Mr. Claude Marie","male",29,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1722","Jeffery, Mr. William Alfred","male",28,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1723","Jenner, Mr. Thomas Henry (Harry)","male",55,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1724","Jensen, Mr. Charles Valdemar","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1725","Jessop, Miss. Violet Constance","female",24,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1726","Jewell, Mr. Archie","male",23,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1727","Joas, Mr. N.","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1728","Johnston, Mr. James","male",41,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1729","Jones, Mr. Albert Hugh Brabner","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1730","Jones, Mr. Arthur Ernest","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1731","Jones, Mr. Harry Owen G.","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1732","Jones, Mr. Thomas William","male",32,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1733","Jones, Mr. Victor Reginald","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1734","Jouannault, Mr. Georges Jules","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1735","Joughin, Mr. Charles John","male",32,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1736","Judd, Mr. Charles Edward","male",31,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1737","Jukes, Mr. Henry James","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1738","Jupe, Mr. Boykett Herbert","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1739","Kasper, Mr. Franz Wilhelm","male",40,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1740","Kearl, Mr. Charles Henry","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1741","Kearl, Mr. George Edward","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1742","Keen, Mr. Percy Edward","male",30,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1743","Kelland, Mr. Thomas","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1744","Kelly, Mr. William","male",23,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"1745","Kemish, Mr. George","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1746","Kemp, Mr. Thomas Hulman","male",43,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1747","Kenchenten, Mr. Frederick Charles","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1748","Kennell, Mr. Charles","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1749","Kenzler, Mr. August","male",44,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1750","Kerley, Mr. William Thomas","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1751","Kerr, Mr. Thomas Russell","male",26,"engineering crew","S","Scotland",NA,NA,NA,NA,"no"
"1752","Ketchley, Mr. Henry","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1753","Kieran, Mr. Edgar Michael","male",34,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"1754","Kieran, Mr. James William","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1755","King, Mr. Alfred John Moffett","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1756","King, Mr. Ernest Waldron","male",28,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"1757","King, Mr. G.","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1758","King, Mr. Thomas Walter","male",42,"deck crew","S","England",NA,NA,NA,NA,"no"
"1759","Kingscote, Mr. William Ford","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1760","Kinsella, Mr. Louis","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1761","Kirkaldy, Mr. Thomas Benjamin","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1762","Kirkham, Mr. James","male",43,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1763","Kitching, Mr. Arthur Alfred","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1764","Klein, Mr. Herbert","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1765","Knight, Mr. George","male",49,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1766","Knight, Mr. Leonard George","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1767","Knowles, Mr. Thomas","male",43,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1768","Lacey, Mr. Bertie William","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1769","Lahy, Mr. T.","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1770","Lake, Mr. William","male",46,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1771","Lane, Mr. Albert Edward","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1772","Latimer, Mr. Andrew","male",55,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1773","Lavington, Miss. Elizabeth","female",40,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1774","Lawrence, Mr. Arthur","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1775","Leader, Mr. Archibald","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1776","Leather, Mrs. Elizabeth Mary","female",50,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1777","Lee, Mr. H.","male",18,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1778","Lee, Mr. Henry Reginald","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1779","Lee, Mr. Reginald Robinson","male",41,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1780","Lefebvre, Mr. Paul Georges","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1781","Leonard, Mr. Matthew","male",25,"victualling crew","B","United States",NA,NA,NA,NA,"no"
"1782","Levett, Mr. George Alfred","male",26,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1783","Lewis, Mr. Arthur Ernest Read","male",27,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1784","Light, Mr. Charles Edward","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1785","Light, Mr. Christopher William","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1786","Light, Mr. W.","male",47,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1787","Lightoller, Mr. Charles Herbert","male",38,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1788","Lindsay, Mr. William Charles","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1789","Littlejohn, Mr. Alexander James","male",40,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1790","Lloyd, Mr. Humphrey","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1791","Lloyd, Mr. William","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1792","Locke, Mr. A.","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1793","Long, Mr. Frank","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1794","Long, Mr. William","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1795","Longmuir, Mr. John Dickson","male",20,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1796","Lovell, Mr. John","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1797","Lowe, Mr. Harold Godfrey","male",29,"deck crew","B","Wales",NA,NA,NA,NA,"yes"
"1798","Lucas, Mr. William Arthur","male",25,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1799","Lucas, Mr. William Watson","male",31,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1800","Lydiatt, Mr. Charles","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1801","Lyons, Mr. William Henry","male",26,"deck crew","S","Ireland",NA,NA,NA,NA,"no"
"1802","Mabey, Mr. John Charles","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1803","MacKie, Mr. George William","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1804","Mackie, Mr. William Dickson","male",32,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"1805","Major, Mr. Thomas Edgar","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1806","Major, Mr. William James","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1807","Mantle, Mr. Roland Frederick","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1808","March, Mr. John Starr","male",50,"victualling crew","S","United States",NA,NA,NA,NA,"no"
"1809","Marett, Mr. George John","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1810","Marks, Mr. James","male",27,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"1811","Marriott, Mr. John William","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1812","Marsden, Miss. Evelyn","female",28,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1813","Marsh, Mr. Frederick Charles","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1814","Martin, Miss. Mabel Elvina","female",20,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"1815","Martin, Mrs. Annie Martha","female",39,"victualling crew","S","Channel Islands",NA,NA,NA,NA,"yes"
"1816","Maskell, Mr. Leopold Adolphus","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1817","Mason, Mr. Frank Archibald Robert","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1818","Mason, Mr. J.","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1819","Matherson, Mr. David","male",30,"deck crew","S","England",NA,NA,NA,NA,"no"
"1820","Mathias, Mr. Montague Vincent","male",29,"deck crew","S","Wales",NA,NA,NA,NA,"no"
"1821","Mattmann, Sig. Adolf","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1822","Mauge, Mr. Paul Achille Maurice Germain","male",25,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"1823","Maxwell, Mr. John","male",30,"deck crew","B","England",NA,NA,NA,NA,"no"
"1824","May, Mr. Arthur William","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1825","May, Mr. Arthur William","male",59,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1826","Maynard, Mr. Isaac Hiram","male",31,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1827","Mayo, Mr. William Peter","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1828","Maytum, Mr. Alfred","male",53,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1829","Mayzes, Mr. Thomas Jubilee","male",25,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1830","McAndrew, Mr. Thomas Patrick","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1831","McAndrews, Mr. William","male",23,"engineering crew","S",NA,NA,NA,NA,NA,"no"
"1832","McCarthy, Mr. Frederick James","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1833","McCarthy, Mr. William","male",47,"deck crew","S","Ireland",NA,NA,NA,NA,"yes"
"1834","McCastlan, Mr. W.","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1835","McCawley, Mr. Thomas W.","male",36,"victualling crew","B","Scotland",NA,NA,NA,NA,"no"
"1836","McElroy, Mr. Hugh Walter","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1837","McGann, Mr. James","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1838","McGarvey, Mr. Edward Joseph","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1839","McGaw, Mr. Erroll Victor","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1840","McGough, Mr. George Francis 'Paddy'","male",36,"deck crew","S","Ireland",NA,NA,NA,NA,"yes"
"1841","McGrady, Mr. James","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1842","McInerney, Mr. Thomas","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1843","McIntyre, Mr. William","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1844","McKay, Mr. Charles Donald","male",30,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1845","McLaren, Mrs. Hypatia","female",40,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1846","McMicken, Mr. Arthur","male",23,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1847","McMicken, Mr. Benjamin Tucker","male",21,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1848","McMullin, Mr. John Richard","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1849","McMurray, Mr. William","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1850","McQuillan, Mr. William","male",26,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1851","McRae, Mr. William Alexander","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1852","McReynolds, Mr. William","male",22,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1853","Mellor, Mr. Arthur","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1854","Middleton, Mr. Alfred Pirrie","male",27,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"1855","Middleton, Mr. Mark Victor","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1856","Milford, Mr. George","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1857","Millar, Mr. Robert","male",26,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"1858","Millar, Mr. Thomas","male",32,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"1859","Mills, Mr. Christopher","male",51,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1860","Mintram, Mr. William","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1861","Mishellany, Mr. Abraham Mansoor","male",53,"victualling crew","B","Lebanon",NA,NA,NA,NA,"no"
"1862","Mitchell, Mr. Lorenzo (Lawrence) Horace","male",19,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1863","Monrós, Sr. Joan Javier","male",20,"restaurant staff","S","Spain",NA,NA,NA,NA,"no"
"1864","Monteverdi, Sig. Giovanni","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1865","Moody, Mr. James Paul","male",24,"deck crew","B","England",NA,NA,NA,NA,"no"
"1866","Moore, Mr. Alfred Ernest","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1867","Moore, Mr. George Alfred","male",32,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1868","Moore, Mr. John J.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1869","Moore, Mr. Ralph","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1870","Moores, Mr. Richard Henry","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1871","Morgan (Bird), Mr. Charles Frederick","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1872","Morgan, Mr. Arthur Herbert","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1873","Morgan, Mr. Thomas A.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1874","Morris, Mr. Arthur","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1875","Morris, Mr. Frank Herbert","male",28,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"1876","Morris, Mr. William Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1877","Moss, Mr. William","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1878","Moyes, Mr. William Young","male",24,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"1879","Müller, Mr. Ludwig","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1880","Mullin, Mr. Thomas","male",20,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"1881","Murdoch, Mr. William McMaster","male",39,"deck crew","B","Scotland",NA,NA,NA,NA,"no"
"1882","Nannini, Sig. Francesco Luigi Arcangelo","male",42,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"1883","Neal, Mr. Bentley Harold","male",26,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1884","Nettleton, Mr. George Walter","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1885","Newman, Mr. Charles Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1886","Nicholls, Mr. Sidney","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1887","Nichols, Mr. Alfred William Stanley","male",48,"deck crew","B","Australia",NA,NA,NA,NA,"no"
"1888","Nichols, Mr. Arthur","male",46,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1889","Nichols, Mr. Walter Henry","male",35,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1890","Niven, Mr. John Brown","male",30,"engineering crew","S","Scotland",NA,NA,NA,NA,"no"
"1891","Noon, Mr. John Thomas","male",42,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1892","Norris, Mr. James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1893","Noss, Mr. Bertram Arthur","male",21,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1894","Noss, Mr. Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1895","Nutbean, Mr. William","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1896","O'Connor, Mr. John","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1897","O'Connor, Mr. Thomas Peter","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1898","Olive, Mr. Charles","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1899","Olive, Mr. Ernest Roskelly","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1900","Oliver, Mr. H.","male",32,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1901","Olliver, Mr. Alfred John","male",27,"deck crew","B","Channel Islands",NA,NA,NA,NA,"yes"
"1902","O'Loughlin, Dr. William Francis Norman","male",63,"deck crew","B","England",NA,NA,NA,NA,"no"
"1903","Orpet, Mr. Walter Hayward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1904","Orr, Mr. James","male",39,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"1905","Osborne, Mr. William Edward","male",32,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1906","Osman, Mr. Frank","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1907","Othen, Mr. Charles Alfred","male",36,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1908","Owen, Mr. Lewis","male",43,"victualling crew","S","Wales",NA,NA,NA,NA,"no"
"1909","Pacey, Mr. Reginald lvan","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1910","Pachera, Sig. Jean Baptiste Stanislas","male",19,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1911","Paice, Mr. Richard Charles John","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1912","Painter, Mr. Charles","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1913","Painter, Mr. Frank","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"1914","Paintin, Mr. James Arthur","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1915","Palles, Mr. Thomas Henry Michael","male",45,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1916","Parsons, Mr. Edward","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1917","Parsons, Mr. Frank Alfred","male",27,"engineering crew","B","England",NA,NA,NA,NA,"no"
"1918","Parsons, Mr. Richard Henry","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1919","Pascoe, Mr. Charles H.","male",45,"deck crew","S","England",NA,NA,NA,NA,"yes"
"1920","Pearce, Mr. Alfred Emest","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1921","Pearce, Mr. John","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1922","Pearcey, Mr. Albert Victor","male",25,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"1923","Pedrini, Sig. Alessandro","male",21,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1924","Pelham, Mr. George","male",39,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"1925","Pennal, Mr. Thomas Frederick Cohen","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1926","Penny, Mr. William Farr","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1927","Penrose, Mr. John Poole","male",49,"victualling crew","B","England",NA,NA,NA,NA,"no"
"1928","Peracchio, Sig. Alberto","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1929","Peracchio, Sig. Sebastiano","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1930","Perkins, Mr. Laurence Alexander","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"1931","Perkis, Mr. Walter John","male",37,"deck crew","B","England",NA,NA,NA,NA,"yes"
"1932","Perotti, Sig. Alfonso","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"1933","Perren, Mr. William Charles","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
